Tag,TextLength,Punctuation,NegativeKeywordRatio,PositiveClassCount,RelativeTagDepth,SimilarAncestorRatio,TextToTagRatio,PreviousClassification,Position,AncestorTags,Output
a,9,0,0,0,1,0.8571429,1,True,0.09709125,65672,True
p,170,3,0,0,-1,0.8571429,21.25,True,0.09710189,65672,True
a,8,0,0,0,1,0.8571429,0.8888889,True,0.09732616,65672,True
p,449,8,0,0,-1,0.8571429,56.125,True,0.09733599,65672,True
p,37,2,0,0,0,1,4.625,True,0.09771987,65672,True
p,171,3,0,0,0,1,21.375,True,0.09778208,65672,True
em,9,0,0,0,1,0.8571429,1,True,0.09792531,65676,True
p,186,6,0,0,-1,0.8571429,23.25,True,0.09793677,65672,True
a,23,1,0,0,2,0.625,2.3,True,0.09852365,65664,False
span,60,0,0,0,1,0.6,5.454545,False,0.09870045,65664,False
span,39,0,0,0,2,1,3,False,0.09885433,65664,False
a,67,1,0,0,0,0.8888889,5.153846,False,0.09923903,65664,False
a,91,0,0,0,0,1,7,False,0.09946003,65664,False
a,50,0,0,0,0,1,3.846154,False,0.09969494,65664,False
span,62,0,0,0,-2,0.8888889,5.636364,False,0.09996177,65664,False
span,40,0,0,0,2,1,3.076923,False,0.1001173,65664,False
a,66,0,0,0,0,0.8888889,5.076923,False,0.1005061,65664,False
a,30,0,0,0,0,1,2.307692,False,0.1007181,65664,False
a,43,1,0,0,0,1,3.307692,False,0.1009072,65664,False
a,40,1,0,0,0,1,3.076923,False,0.1010979,65664,False
a,54,2,0,0,0,1,4.153846,False,0.1012861,65664,False
a,55,0,0,0,0,1,4.230769,False,0.1014646,65664,False
a,46,1,0,0,0,1,3.538461,False,0.101652,65664,False
a,51,1,0,0,0,1,3.923077,False,0.1018378,65664,False
a,88,1,0,0,0,1,6.769231,False,0.1020416,65664,False
a,56,0,0,0,0,1,4.307693,False,0.1022708,65664,False
a,49,0,0,0,0,1,3.769231,False,0.1024566,65664,False
a,61,0,0,0,0,1,4.692307,False,0.1026457,65664,False
a,46,1,0,0,0,1,3.538461,False,0.1028585,65664,False
button,9,0,0,0,-2,0.7777778,0.8181818,False,0.1030508,33620096,False
span,61,0,0,0,0,0.7,5.545455,False,0.1032399,65664,False
span,39,0,0,0,2,1,3,False,0.1033946,65664,False
a,39,0,0,0,0,0.8888889,3,False,0.1037769,65664,False
a,74,1,0,0,0,1,5.692307,False,0.1039733,65664,False
a,54,0,0,0,0,1,4.153846,False,0.1041927,65664,False
a,55,0,0,0,0,1,4.230769,False,0.1043809,65664,False
a,58,0,0,0,0,1,4.461538,False,0.1045946,65664,False
a,37,0,0,0,0,1,2.846154,False,0.1047984,65664,False
h4,19,3,0,0,-3,0.4,1.9,False,0.1114856,536936448,False
span,6,0,0,0,-1,0.4444444,0.6666667,False,0.112747,327680,False
a,12,0,0,0,1,0.6666667,1.2,False,0.1129295,327680,False
a,14,0,0,0,0,1,1.4,False,0.1130244,327680,False
a,13,0,0,0,0,1,1.3,False,0.1131202,327680,False
a,15,0,0,0,0,1,1.5,False,0.1132168,327680,False
a,26,0,0,0,0,1,2.6,False,0.1133191,327680,False
a,7,0,0,0,0,1,0.7,False,0.1134484,327680,False
a,6,0,0,0,0,1,0.6,False,0.1135466,327680,False
a,20,0,0,0,0,1,2,False,0.113617,327680,False
a,5,0,0,0,0,1,0.5,False,0.1136948,327680,False
a,16,0,0,0,0,1,1.6,False,0.1137611,327680,False
span,27,0,0,0,-1,0.5555556,3,False,0.113888,327680,False
a,43,1,0,0,1,0.8571429,4.3,False,0.1139674,327680,False
span,9,0,0,0,-1,1,1,False,0.114163,327680,False
title,9,0,0,0,1,0.6666667,0.9,False,0.1143218,21299200,False
desc,15,1,0,0,0,0.7777778,1.5,False,0.1143553,17104896,False
a,17,0,0,0,-2,0.75,2.125,False,0.1154882,327680,False
a,16,0,0,0,0,1,2,False,0.1155937,327680,False
div,19,0,0,0,-1,0.8333333,2.714286,False,0.1156101,327680,False
a,9,0,0,0,1,0.8333333,1.125,False,0.1156715,327680,False
div,42,2,0,0,-1,0.8333333,6,False,0.1156821,327680,False
h2,16,0,0,0,0,0.6666667,2.285714,False,0.1170965,65536,False
span,33,0,0,0,3,0.4444444,3.3,False,0.1176499,65536,False
span,34,0,0,0,0,1,3.4,False,0.118118,65536,False
title,78,1,0,0,4,0,19.5,False,4.665527E-05,1077936128,False
a,20,0,0,0,0,0.3333333,5,False,0.03679546,0,False
title,5,0,0,0,2,0.4285714,0.8333333,False,0.03715396,88080384,False
title,4,0,0,0,0,1,0.6666667,False,0.04637206,88080384,False
title,10,1,0,0,0,1,1.666667,False,0.04657914,88080384,False
title,2,0,0,0,0,1,0.3333333,False,0.05313789,88080384,False
title,3,0,0,0,0,1,0.5,False,0.0535627,88080384,False
p,12,0,0,0,2,0.375,1.5,False,0.06683408,65544,False
span,8,0,0,0,3,0.4444444,0.7272727,False,0.06700842,65536,False
h1,66,0,0,0,-4,0.4444444,9.428572,False,0.067096,65536,False
span,28,0,0,0,1,0.6666667,3.5,False,0.06720896,65536,False
span,14,0,0,0,3,0.8333333,1.272727,False,0.06738739,65536,False
time,43,2,0,0,-1,0.7142857,4.3,False,0.0675511,65536,False
div,27,0,0,0,-1,0.8333333,3,False,0.06765751,65536,False
a,8,0,0,0,1,0.8333333,0.8,False,0.06770907,65536,False
h2,16,0,0,0,-2,0.5,2,False,0.06834015,65664,False
span,22,0,0,0,3,0.5,2,False,0.06881488,65664,False
span,21,0,0,0,0,1,1.909091,False,0.06939276,65664,False
span,5,0,1,0,0,1,0.4545455,False,0.07041016,65664,False
span,19,0,1,0,0,1,1.727273,False,0.07044536,65664,False
strong,5,0,1,0,0,0.4545455,0.4545455,False,0.07064262,66176,False
span,24,0,0,0,0,0.75,2.181818,False,0.0706811,65664,False
span,66,0,0,0,0,1,6,False,0.07072038,65664,False
span,8,0,0,0,2,0.6,0.6153846,False,0.07188021,65664,False
span,6,0,1,0,0,1,0.4615385,False,0.07312681,65664,False
span,6,0,0,0,0,1,0.4615385,False,0.07379963,65664,False
span,9,0,0,0,0,1,0.6923077,False,0.07452402,65664,False
span,5,0,0,0,0,1,0.3846154,False,0.07510106,65664,False
span,7,0,0,0,-3,0.7777778,0.7,False,0.07549886,65664,False
a,39,1,0,0,-1,0.8571429,4.333333,False,0.07551032,65664,False
p,326,5,0,1,-1,0.7142857,40.75,False,0.07569531,65672,True
p,583,7,0,0,0,1,72.875,True,0.07597851,65672,True
q,58,1,0,0,2,0.625,5.8,True,0.07651055,65696,True
p,96,2,0,0,-2,0.625,12,True,0.07658585,65672,True
p,79,1,0,0,0,1,9.875,True,0.07668079,65672,True
a,42,0,0,0,1,0.8571429,4.666667,True,0.0768093,65672,True
p,238,5,0,0,-1,0.8571429,29.75,True,0.07684696,65672,True
p,391,8,0,0,0,1,48.875,True,0.07705813,65672,True
p,177,7,0,0,0,1,22.125,True,0.07739454,65672,True
em,11,0,0,0,1,0.8571429,1.222222,True,0.07754269,65676,True
p,67,3,0,0,-1,0.8571429,8.375,True,0.07755579,65672,True
p,286,7,0,0,0,1,35.75,True,0.077627,65672,True
q,89,1,0,0,2,0.625,8.9,True,0.07791512,65696,True
p,157,1,0,0,-2,0.625,19.625,True,0.07801579,65672,True
em,7,0,1,0,2,0.75,0.7,True,0.0781975,65676,True
a,8,0,0,0,-1,0.875,0.8888889,True,0.07820732,65672,True
p,375,8,0,0,-1,0.8571429,46.875,True,0.07821715,65672,True
p,159,5,0,0,0,1,19.875,True,0.07854046,65672,True
p,20,1,0,0,0,1,2.5,True,0.07868697,65672,True
p,358,9,0,1,0,1,44.75,True,0.08249716,65672,True
p,326,5,0,0,0,1,40.75,True,0.08280655,65672,True
p,467,9,0,0,0,1,58.375,True,0.08308975,65672,True
q,64,0,0,0,2,0.625,6.4,True,0.08352684,65696,True
p,409,5,0,0,-2,0.625,51.125,True,0.08360706,65672,True
p,369,10,0,0,0,1,46.125,True,0.0839582,65672,True
p,423,12,0,0,0,1,52.875,True,0.0842766,65672,True
p,25,2,0,0,0,1,3.125,True,0.08463921,65672,True
p,310,6,0,0,0,1,38.75,True,0.08467603,65672,True
p,244,8,0,0,0,1,30.5,True,0.08494615,65672,True
p,542,11,0,1,0,1,67.75,True,0.08889466,65672,True
p,65,1,0,0,0,1,8.125,True,0.08935466,65672,True
p,293,8,0,0,0,1,36.625,True,0.08942423,65672,True
q,38,1,0,0,2,0.625,3.8,True,0.08971808,65696,True
p,516,7,0,0,-2,0.625,64.5,True,0.08977702,65672,True
a,20,0,0,0,1,0.8571429,2.222222,True,0.09025748,65672,True
p,35,1,0,0,-1,0.8571429,4.375,True,0.09027712,65672,True
a,21,0,0,0,1,0.8571429,2.333333,True,0.09034833,65672,True
p,30,1,0,0,-1,0.8571429,3.75,True,0.0903688,65672,True
p,559,12,0,0,0,1,69.875,True,0.09040973,65672,True
p,434,8,0,0,0,1,54.25,True,0.09088364,65672,True
p,365,7,0,0,0,1,45.625,True,0.09127162,65672,True
p,315,6,0,0,0,1,39.375,True,0.09158675,65672,True
p,279,5,0,0,0,1,34.875,True,0.09186095,65672,True
p,330,5,0,0,0,1,41.25,True,0.09210569,65672,True
q,57,1,0,0,2,0.625,5.7,True,0.09243064,65696,False
p,672,22,0,0,-2,0.625,84,False,0.09250512,65672,True
p,16,1,0,0,0,1,2,True,0.09307153,65672,True
p,148,4,0,0,0,1,18.5,True,0.09310099,65672,True
p,399,8,0,0,0,1,49.875,True,0.0932385,65672,True
p,373,10,0,0,0,1,46.625,True,0.09358146,65672,True
p,169,5,0,0,0,1,21.125,True,0.09390314,65672,True
p,83,1,0,0,0,1,10.375,True,0.09405784,65672,True
p,344,7,0,1,0,1,43,True,0.09791958,65672,True
p,296,6,0,0,0,1,37,True,0.09821752,65672,True
q,99,0,0,0,2,0.625,9.9,True,0.09851383,65696,True
p,80,1,0,0,-2,0.625,10,True,0.09862269,65672,True
em,37,1,0,0,1,0.8571429,4.111111,True,0.09869144,65676,True
p,262,7,0,0,-1,0.8571429,32.75,True,0.0987291,65672,True
p,394,7,0,0,0,1,49.25,True,0.09895992,65672,True
a,48,0,0,0,1,0.8571429,5.333333,True,0.09941582,65672,True
p,2,1,0,0,-1,0.8571429,0.25,True,0.09945839,65672,True
a,103,2,0,0,1,0.8571429,11.44444,True,0.09950586,65672,True
p,1,1,0,0,-1,0.8571429,0.125,True,0.09959345,65672,True
p,86,1,0,0,0,1,10.75,True,0.09961063,65672,True
p,283,10,0,0,0,1,35.375,True,0.0996974,65672,True
p,386,6,0,0,0,1,48.25,True,0.0999454,65672,True
p,188,3,0,0,0,1,23.5,True,0.1002777,65672,True
p,205,7,0,0,0,1,25.625,True,0.100448,65672,True
p,558,7,0,0,0,1,69.75,True,0.1006321,65672,True
p,283,2,0,0,0,1,35.375,True,0.1011052,65672,True
p,644,15,0,0,0,1,80.5,True,0.1052657,65672,True
p,318,4,0,0,0,1,39.75,True,0.1058092,65672,True
p,101,2,0,0,0,1,12.625,True,0.1060859,65672,True
em,13,0,0,0,2,0.75,1.3,True,0.1062742,65676,True
p,416,6,0,0,-2,0.75,52,True,0.1062922,65672,True
em,79,0,0,0,1,0.8571429,8.777778,True,0.1066359,65676,True
p,37,2,0,0,-1,0.8571429,4.625,True,0.1067047,65672,True
p,140,6,0,0,0,1,17.5,True,0.1067513,65672,True
em,3,0,1,0,1,0.8571429,0.3333333,True,0.1068692,65676,True
p,209,3,0,0,-1,0.8571429,26.125,True,0.1068758,65672,True
q,36,1,0,0,2,0.625,3.6,True,0.1071009,65696,True
p,174,3,0,0,-2,0.625,21.75,True,0.1071581,65672,True
em,10,0,0,0,1,0.8571429,1.111111,True,0.1073038,65676,True
p,81,3,0,0,-1,0.8571429,10.125,True,0.1073161,65672,True
a,112,0,0,0,1,0.8571429,12.44444,True,0.1074274,65672,True
p,206,6,0,0,-1,0.8571429,25.75,True,0.1075224,65672,True
p,551,14,0,0,0,1,68.875,True,0.1077074,65672,True
p,345,5,0,0,0,1,43.125,True,0.1081747,65672,True
em,3,0,0,0,1,0.8571429,0.3333333,True,0.1084604,65676,True
p,296,3,0,0,-1,0.8571429,37,True,0.1084669,65672,True
q,63,0,0,0,2,0.625,6.3,True,0.1087641,65696,False
p,157,3,0,0,-2,0.625,19.625,False,0.1088435,65672,True
p,24,1,0,0,0,1,3,True,0.1089883,65672,True
em,5,0,0,0,1,0.8571429,0.5555556,True,0.1090113,65676,True
p,328,7,0,0,-1,0.8571429,41,True,0.1090194,65672,True
p,30,1,0,0,0,1,3.75,True,0.1093043,65672,True
a,33,2,0,0,1,0.8571429,3.666667,True,0.109504,65672,True
p,269,7,0,0,-1,0.8571429,33.625,True,0.1095343,65672,True
p,387,9,0,0,0,1,48.375,True,0.1097708,65672,True
p,293,6,0,0,0,1,36.625,True,0.110104,65672,True
q,57,1,0,0,2,0.625,5.7,True,0.1103978,65696,False
p,354,11,0,0,-2,0.625,44.25,False,0.1104723,65672,True
p,220,5,0,0,0,1,27.5,True,0.1107784,65672,True
p,394,7,0,0,0,1,49.25,True,0.1109749,65672,True
p,134,4,0,0,0,1,16.75,True,0.1113137,65672,True
p,49,0,0,1,0,1,6.125,True,0.1151714,65672,True
em,2,0,0,1,1,0.8571429,0.2222222,True,0.1152148,65676,True
p,101,4,0,1,-1,0.8571429,12.625,True,0.1152205,65672,True
a,14,0,0,1,1,0.8571429,1.555556,True,0.1153875,65672,True
em,12,0,0,1,1,0.875,1.2,True,0.1154022,65676,True
p,162,3,0,1,-2,0.75,20.25,True,0.1154194,65672,True
p,376,12,0,0,0,1,47,True,0.1155684,65672,True
p,447,5,0,0,0,1,55.875,True,0.1158925,65672,True
p,339,9,0,0,0,1,42.375,True,0.1162748,65672,True
q,53,2,0,0,2,0.625,5.3,True,0.1166071,65696,False
p,581,10,0,0,-2,0.625,72.625,False,0.1166783,65672,True
p,182,2,0,0,0,1,22.75,True,0.1171702,65672,True
p,673,11,0,0,0,1,84.125,True,0.1173355,65672,True
p,68,2,0,0,0,1,8.5,True,0.1179028,65672,True
p,212,6,0,0,0,1,26.5,True,0.1179748,65672,True
p,368,11,0,0,0,1,46,True,0.1181647,65672,True
p,261,8,0,1,0,1,32.625,True,0.1222597,65672,True
em,5,0,0,1,1,0.8571429,0.5555556,True,0.1224766,65676,True
p,259,5,0,1,-1,0.8571429,32.375,True,0.1224848,65672,True
em,16,0,0,1,1,0.8571429,1.777778,True,0.1227001,65676,True
p,361,9,0,1,-1,0.8571429,45.125,True,0.1227173,65672,True
p,502,8,0,0,0,1,62.75,True,0.1230291,65672,True
q,34,0,0,0,2,0.625,3.4,True,0.123494,65696,True
em,2,0,0,0,1,0.875,0.1818182,True,0.1235251,65700,True
q,71,0,0,0,-1,0.875,7.1,True,0.1235309,65696,True
p,437,5,0,0,-2,0.625,54.625,True,0.1236168,65672,True
p,123,3,0,0,0,1,15.375,True,0.1239909,65672,True
p,529,10,0,0,0,1,66.125,True,0.1241079,65672,True
p,184,4,0,0,0,1,23,True,0.1245573,65672,True
cite,48,0,0,0,3,0.5555556,4.363636,True,0.1284976,65664,True
p,458,11,0,0,-3,0.5555556,57.25,True,0.1285885,65672,True
p,556,12,0,0,0,1,69.5,True,0.1289797,65672,True
p,278,5,0,0,0,1,34.75,True,0.1294512,65672,True
p,503,9,0,0,0,1,62.875,True,0.1296951,65672,True
p,537,9,0,0,0,1,67.125,True,0.1301232,65672,True
p,632,9,0,0,0,1,79,True,0.1305791,65672,True
p,165,3,0,0,0,1,20.625,True,0.1311128,65672,True
em,2,0,0,0,1,0.8571429,0.2222222,True,0.1312511,65676,True
p,73,1,0,0,-1,0.8571429,9.125,True,0.1312568,65672,True
p,258,4,0,1,0,1,32.25,True,0.1350645,65672,True
em,69,2,0,1,1,0.8571429,7.666667,True,0.135279,65676,True
p,12,0,0,1,-1,0.8571429,1.5,True,0.1353396,65672,True
em,6,0,0,1,1,0.8571429,0.6666667,True,0.1353527,65676,True
p,40,3,0,1,-1,0.8571429,5,True,0.1353617,65672,True
em,20,0,0,1,1,0.8571429,2.222222,True,0.1353977,65676,True
p,2,0,0,1,-1,0.8571429,0.25,True,0.1354181,65672,True
em,4,0,0,1,1,0.8571429,0.4444444,True,0.135423,65676,True
p,1,0,0,1,-1,0.8571429,0.125,True,0.1354304,65672,True
em,83,3,0,1,1,0.8571429,9.222222,True,0.1354345,65676,True
p,124,4,0,1,-1,0.8571429,15.5,True,0.1355065,65672,True
p,93,1,0,0,0,1,11.625,True,0.1356244,65672,True
p,211,6,0,0,0,1,26.375,True,0.1357169,65672,True
q,81,3,0,0,2,0.625,8.1,True,0.1359436,65696,True
p,411,12,0,0,-2,0.625,51.375,True,0.1360378,65672,True
p,194,4,0,0,0,1,24.25,True,0.1363905,65672,True
p,105,0,0,0,0,1,13.125,True,0.1365657,65672,True
em,4,0,0,0,1,0.8571429,0.4444444,True,0.1366549,65676,True
p,131,5,0,0,-1,0.8571429,16.375,True,0.1366623,65672,True
p,227,5,0,0,0,1,28.375,True,0.1367859,65672,True
p,22,1,0,0,0,1,2.75,True,0.136988,65672,True
p,853,14,0,0,0,1,106.625,True,0.140781,65672,True
em,4,0,0,0,1,0.8571429,0.4444444,True,0.1414825,65676,True
p,212,6,0,0,-1,0.8571429,26.5,True,0.1414899,65672,True
p,596,15,0,0,0,1,74.5,True,0.1416798,65672,True
p,300,5,0,0,0,1,37.5,True,0.142184,65672,True
p,324,7,0,0,0,1,40.5,True,0.1424459,65672,True
em,6,0,0,0,1,0.8571429,0.6666667,True,0.1427144,65676,True
p,424,10,0,0,-1,0.8571429,53,True,0.1427234,65672,True
em,3,0,0,0,1,0.8571429,0.3333333,True,0.1430737,65676,True
p,49,1,0,0,-1,0.8571429,6.125,True,0.1430802,65672,True
p,117,3,0,0,0,1,14.625,True,0.1431523,65672,True
a,23,1,0,0,2,0.625,2.3,True,0.1436679,65664,False
span,60,0,0,0,1,0.6,5.454545,False,0.1438529,65664,False
span,39,0,0,0,2,1,3,False,0.1440068,65664,False
a,23,0,0,0,0,0.8888889,1.769231,False,0.144394,65664,False
a,67,1,0,0,0,1,5.153846,False,0.1445683,65664,False
a,91,0,0,0,0,1,7,False,0.1447893,65664,False
a,50,0,0,0,0,1,3.846154,False,0.1450242,65664,False
span,62,0,0,0,-2,0.8888889,5.636364,False,0.1452829,65664,False
span,40,0,0,0,2,1,3.076923,False,0.1454384,65664,False
a,30,0,0,0,0,0.8888889,2.307692,False,0.1458264,65664,False
a,43,1,0,0,0,1,3.307692,False,0.1460154,65664,False
a,40,1,0,0,0,1,3.076923,False,0.1462062,65664,False
a,54,2,0,0,0,1,4.153846,False,0.1463944,65664,False
a,55,0,0,0,0,1,4.230769,False,0.1465728,65664,False
a,46,1,0,0,0,1,3.538461,False,0.1467603,65664,False
a,51,1,0,0,0,1,3.923077,False,0.1469461,65664,False
a,88,1,0,0,0,1,6.769231,False,0.1471499,65664,False
a,56,0,0,0,0,1,4.307693,False,0.1473791,65664,False
a,49,0,0,0,0,1,3.769231,False,0.1475649,65664,False
a,61,0,0,0,0,1,4.692307,False,0.147754,65664,False
a,46,1,0,0,0,1,3.538461,False,0.1479668,65664,False
button,9,0,0,0,-2,0.7777778,0.8181818,False,0.1481591,33620096,False
span,61,0,0,0,0,0.7,5.545455,False,0.1483482,65664,False
span,39,0,0,0,2,1,3,False,0.1485029,65664,False
a,39,0,0,0,0,0.8888889,3,False,0.1488851,65664,False
a,74,1,0,0,0,1,5.692307,False,0.1490816,65664,False
a,54,0,0,0,0,1,4.153846,False,0.1493009,65664,False
a,55,0,0,0,0,1,4.230769,False,0.1494892,65664,False
a,58,0,0,0,0,1,4.461538,False,0.1497028,65664,False
a,37,0,0,0,0,1,2.846154,False,0.1499067,65664,False
span,6,0,0,0,-4,0.5,0.6666667,False,0.1527068,327680,False
a,12,0,0,0,1,0.6666667,1.2,False,0.1528893,327680,False
a,14,0,0,0,0,1,1.4,False,0.1529843,327680,False
a,13,0,0,0,0,1,1.3,False,0.15308,327680,False
a,15,0,0,0,0,1,1.5,False,0.1531766,327680,False
a,26,0,0,0,0,1,2.6,False,0.1532789,327680,False
a,7,0,0,0,0,1,0.7,False,0.1534082,327680,False
a,6,0,0,0,0,1,0.6,False,0.1535065,327680,False
a,20,0,0,0,0,1,2,False,0.1535769,327680,False
a,5,0,0,0,0,1,0.5,False,0.1536546,327680,False
a,16,0,0,0,0,1,1.6,False,0.1537209,327680,False
span,27,0,0,0,-1,0.5555556,3,False,0.1538478,327680,False
a,43,1,0,0,1,0.8571429,4.3,False,0.1539272,327680,False
span,9,0,0,0,-1,1,1,False,0.1541228,327680,False
title,9,0,0,0,1,0.6666667,0.9,False,0.1542816,21299200,False
desc,15,1,0,0,0,0.7777778,1.5,False,0.1543152,17104896,False
a,17,0,0,0,-2,0.75,2.125,False,0.155448,327680,False
a,16,0,0,0,0,1,2,False,0.1555536,327680,False
div,19,0,0,0,-1,0.8333333,2.714286,False,0.1555699,327680,False
a,9,0,0,0,1,0.8333333,1.125,False,0.1556313,327680,False
div,42,2,0,0,-1,0.8333333,6,False,0.155642,327680,False
h2,16,0,0,0,0,0.6666667,2.285714,False,0.1570572,65536,False
span,33,0,0,0,3,0.4444444,3.3,False,0.1576473,65536,False
span,34,0,0,0,0,1,3.4,False,0.1581515,65536,False
title,89,4,0,0,4,0,22.25,False,4.665527E-05,1077936128,False
a,20,0,0,0,0,0.3333333,5,False,0.03679791,0,False
title,5,0,0,0,2,0.4285714,0.8333333,False,0.03715642,88080384,False
title,4,0,0,0,0,1,0.6666667,False,0.04637452,88080384,False
title,10,1,0,0,0,1,1.666667,False,0.0465816,88080384,False
title,2,0,0,0,0,1,0.3333333,False,0.05314035,88080384,False
title,3,0,0,0,0,1,0.5,False,0.05356516,88080384,False
span,18,0,0,0,5,0.3,1.636364,False,0.05895016,2162688,False
h2,24,0,0,0,-2,0.625,2.666667,False,0.06103082,2162688,False
title,28,0,0,0,4,0.4545455,2.153846,False,0.06123545,23134208,False
title,27,0,0,0,0,1,2.076923,False,0.06142862,23134208,False
title,35,2,0,0,0,1,2.692308,False,0.06160787,23134208,False
span,17,0,0,0,-1,0.5454546,1.416667,False,0.06203186,2162688,False
a,6,0,0,0,1,0.6666667,0.4615385,False,0.06227741,2162688,False
a,7,0,0,0,0,1,0.5384616,False,0.06246322,2162688,False
h2,11,0,0,0,-2,0.5555556,1,False,0.06264247,2162688,False
span,6,0,0,0,1,0.625,0.5,False,0.06274069,35717120,False
title,6,0,0,0,1,0.6666667,0.4615385,False,0.06282336,56688640,False
h2,19,0,0,0,-3,0.5,1.9,False,0.06304764,2293760,False
a,48,0,0,0,2,0.6,4,False,0.06322934,2293760,False
a,51,0,0,0,0,1,4.25,False,0.0635723,2293760,False
a,51,0,0,0,0,1,4.25,False,0.06392017,2293760,False
a,52,0,0,0,0,1,4.333333,False,0.06426804,2293760,False
a,57,0,0,0,0,1,4.75,False,0.06463146,2293760,False
a,47,0,0,0,0,1,3.916667,False,0.06496459,2293760,False
a,50,0,0,0,0,1,4.166667,False,0.06516513,2293760,False
a,50,0,0,0,0,1,4.166667,False,0.06536812,2293760,False
a,53,0,0,0,0,1,4.416667,False,0.06558093,2293760,False
a,47,0,0,0,0,1,3.916667,False,0.06578147,2293760,False
a,28,0,0,0,0,1,2.333333,False,0.06598201,2293760,False
a,42,0,0,0,-1,0.7,3.818182,False,0.06682508,65536,False
a,5,0,0,0,3,1,0.3571429,False,0.06726708,65536,False
a,6,0,0,0,0,1,0.4285714,False,0.06743323,65536,False
a,5,0,0,0,0,1,0.3571429,False,0.06759939,65536,False
a,8,0,1,0,0,1,0.5714286,False,0.06776719,65536,False
a,6,0,0,0,0,1,0.4285714,False,0.0679358,65536,False
a,9,0,0,0,0,1,0.6428571,False,0.06826156,65536,False
a,7,0,0,0,0,1,0.5,False,0.06843182,65536,False
a,5,0,1,0,0,1,0.3571429,False,0.06860452,65536,False
a,2,0,0,0,0,1,0.1428571,False,0.06878705,65536,False
a,4,0,0,0,0,1,0.2857143,False,0.06894912,65536,False
a,13,0,0,0,0,1,0.9285714,False,0.06927735,65536,False
a,6,0,1,0,0,1,0.4285714,False,0.06945005,65536,False
a,6,0,0,0,0,1,0.4285714,False,0.06961703,65536,False
a,7,0,1,0,0,1,0.5,False,0.06978482,65536,False
a,8,0,0,0,0,1,0.5714286,False,0.06995425,65536,False
a,8,0,1,0,-1,1,0.6153846,False,0.07019408,65536,False
a,45,0,0,0,-2,1,4.090909,False,0.0703987,65536,False
a,6,0,0,0,3,1,0.4285714,False,0.07083661,65536,False
a,7,0,0,0,0,1,0.5,False,0.07100932,65536,False
a,10,0,0,0,0,1,0.7142857,False,0.0711853,65536,False
a,7,0,0,0,0,1,0.5,False,0.07136128,65536,False
a,7,0,0,0,0,1,0.5,False,0.07169114,65536,False
a,12,0,0,0,0,1,0.8571429,False,0.07186794,65536,False
a,8,0,0,0,0,1,0.5714286,False,0.07204638,65536,False
a,6,0,0,0,0,1,0.4285714,False,0.0722199,65536,False
a,11,0,0,0,0,1,0.7857143,False,0.07255549,65536,False
a,15,0,0,0,0,1,1.071429,False,0.07273392,65536,False
a,6,1,0,0,0,1,0.4285714,False,0.07290827,65536,False
a,10,0,0,0,0,1,0.7142857,False,0.07307852,65536,False
a,25,0,0,0,-1,1,1.923077,False,0.07332244,65536,False
a,45,0,0,0,-2,1,4.090909,False,0.07354098,65536,False
a,5,0,0,0,3,1,0.3571429,False,0.07398544,65536,False
a,5,0,1,0,0,1,0.3571429,False,0.07415077,65536,False
a,4,0,1,0,0,1,0.2857143,False,0.07431529,65536,False
a,6,0,0,0,0,1,0.4285714,False,0.07448063,65536,False
a,6,0,1,0,0,1,0.4285714,False,0.07480395,65536,False
a,6,0,1,0,0,1,0.4285714,False,0.07497092,65536,False
a,11,0,0,0,0,1,0.7857143,False,0.07514199,65536,False
a,11,0,1,0,-1,1,0.8461539,False,0.07538673,65536,False
a,46,0,0,0,-2,1,4.181818,False,0.07559627,65536,False
a,7,0,0,0,3,1,0.5,False,0.0760309,65536,False
a,9,0,1,0,0,1,0.6428571,False,0.07620115,65536,False
a,5,0,0,0,0,1,0.3571429,False,0.07636976,65536,False
a,11,0,1,0,0,1,0.7857143,False,0.07669635,65536,False
a,6,0,0,0,0,1,0.4285714,False,0.07686742,65536,False
a,8,0,0,0,0,1,0.5714286,False,0.07703521,65536,False
a,7,0,0,0,0,1,0.5,False,0.07736589,65536,False
a,11,0,0,0,0,1,0.7857143,False,0.07753778,65536,False
a,19,1,0,0,0,1,1.357143,False,0.07771786,65536,False
a,12,0,0,0,-1,1,0.9230769,False,0.07796995,65536,False
a,51,0,0,0,-2,1,4.636364,False,0.07819259,65536,False
a,4,0,0,0,3,1,0.2857143,False,0.07862886,65536,False
a,2,0,0,0,0,1,0.1428571,False,0.07879093,65536,False
a,5,0,0,0,0,1,0.3571429,False,0.07895381,65536,False
a,8,0,0,0,0,1,0.5714286,False,0.07927794,65536,False
a,15,0,0,0,0,1,1.071429,False,0.07945392,65536,False
a,5,0,0,0,0,1,0.3571429,False,0.07962745,65536,False
a,6,0,0,0,0,1,0.4285714,False,0.07994994,65536,False
a,5,0,0,0,0,1,0.3571429,False,0.0801161,65536,False
a,17,0,0,0,-1,1,1.307692,False,0.08036083,65536,False
a,39,0,0,0,-2,1,3.545455,False,0.08055973,65536,False
a,42,0,0,0,0,1,3.818182,False,0.08072753,65536,False
a,42,0,0,0,0,1,3.818182,False,0.08089778,65536,False
a,45,0,0,0,0,1,4.090909,False,0.08107785,65536,False
a,39,0,0,0,0,1,3.545455,False,0.08124565,65536,False
button,1,0,0,0,-1,0.6666667,0.1,False,0.08138725,33619968,False
